name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,3860,261432378,,yes,,,"POLYGON ((-122.4297282 37.7728241, -122.4297254 37.7728115, -122.4297893 37.7728029, -122.4298056 37.7728781, -122.4298223 37.7728759, -122.4298397 37.7729567, -122.4298589 37.773045, -122.429831 37.7730488, -122.4298282 37.7730359, -122.429779 37.7730426, -122.4297731 37.7730157, -122.4297845 37.7730141, -122.4297676 37.7729359, -122.4297528 37.7729379, -122.4297466 37.7729091, -122.4297282 37.7728241))",POINT (-122.4297924 37.7729263),165.3,1779.8
,3861,261432379,,yes,,,"POLYGON ((-122.4293079 37.7729733, -122.4293152 37.7730067, -122.4293051 37.7730081, -122.4293085 37.7730238, -122.4293507 37.773018, -122.4293548 37.7730367, -122.4293441 37.7730382, -122.4290764 37.7730748, -122.4290616 37.773007, -122.4290843 37.7730039, -122.4291465 37.7729954, -122.4291493 37.7730078, -122.4291965 37.7730013, -122.4291938 37.7729889, -122.4292251 37.7729846, -122.4293079 37.7729733))",POINT (-122.429197 37.7730252),166.6,1793.5
,3862,261432380,,yes,,,"POLYGON ((-122.4296436 37.7728534, -122.4296356 37.7728161, -122.4296773 37.7728104, -122.4296816 37.7728304, -122.4297282 37.7728241, -122.4297466 37.7729091, -122.4297238 37.7729122, -122.4297377 37.772976, -122.4297605 37.7729729, -122.4297812 37.7730687, -122.4297442 37.7730737, -122.4297411 37.7730592, -122.4297245 37.7730614, -122.4297277 37.773076, -122.4296928 37.7730807, -122.4296874 37.7730558, -122.4296436 37.7728534))",POINT (-122.4297059 37.7729466),208.5,2244.6
,3863,261432381,,yes,,,"POLYGON ((-122.4293168 37.7728979, -122.4292389 37.7729086, -122.42924 37.7729138, -122.4291638 37.7729242, -122.4290617 37.7729382, -122.429046 37.7729403, -122.429041 37.7729173, -122.4290565 37.7729152, -122.4290503 37.7728868, -122.429065 37.7728848, -122.4290637 37.7728792, -122.4291613 37.7728658, -122.4291589 37.7728549, -122.4291715 37.7728532, -122.4292141 37.7728473, -122.4292165 37.7728581, -122.4293054 37.7728459, -122.4293066 37.7728513, -122.4293168 37.7728979))",POINT (-122.4291788 37.7728912),152.1,1637.6
,3864,261432382,,yes,,,"POLYGON ((-122.4295363 37.7723183, -122.4295609 37.7724383, -122.4295638 37.7724524, -122.4295501 37.7724541, -122.4295553 37.7724796, -122.4295688 37.7724778, -122.4295706 37.7724866, -122.4295837 37.7725502, -122.429587 37.7725663, -122.4295385 37.7725726, -122.4295311 37.7725363, -122.4295127 37.7725386, -122.4295048 37.7725002, -122.4294911 37.772502, -122.4294682 37.7723902, -122.4294821 37.7723884, -122.4294795 37.772376, -122.4294744 37.7723766, -122.4294644 37.7723275, -122.4295363 37.7723183))",POINT (-122.4295232 37.7724405),173.7,1869.8
,3865,261432383,,yes,,,"POLYGON ((-122.4289311 37.7723898, -122.428939 37.7723888, -122.4289372 37.7723804, -122.428983 37.7723745, -122.4289847 37.772383, -122.4290242 37.7723779, -122.4290736 37.7726188, -122.4290813 37.7726564, -122.4290111 37.7726654, -122.4289788 37.7726695, -122.4289673 37.7726134, -122.4289767 37.7726122, -122.4289715 37.7725868, -122.4289578 37.7725885, -122.4289497 37.772549, -122.4289634 37.7725473, -122.4289473 37.772469, -122.4289371 37.7724703, -122.4289296 37.7724336, -122.4289398 37.7724323, -122.4289311 37.7723898))",POINT (-122.4290032 37.7725233),278.3,2995.8
,3866,261432384,,yes,,,"POLYGON ((-122.4290813 37.7726564, -122.4291179 37.7726511, -122.429121 37.7726653, -122.4291479 37.7726615, -122.4291451 37.7726488, -122.429172 37.772645, -122.4291748 37.7726578, -122.4292325 37.7726499, -122.42923 37.7726386, -122.4292792 37.7726318, -122.4292843 37.7726549, -122.4293098 37.7726514, -122.4293193 37.7726946, -122.4292826 37.7726997, -122.4292312 37.7727067, -122.4292294 37.7726982, -122.4291532 37.7727087, -122.4291546 37.772715, -122.429026 37.7727327, -122.4290111 37.7726654, -122.4290813 37.7726564))",POINT (-122.4291588 37.7726825),173.8,1870.3
,3867,261432385,,yes,,,"POLYGON ((-122.4296023 37.7730626, -122.429562 37.7730681, -122.4295604 37.773061, -122.4295153 37.7730671, -122.4294986 37.7729896, -122.429479 37.7728994, -122.429484 37.7728987, -122.4294671 37.7728204, -122.4294964 37.7728164, -122.429488 37.7727778, -122.4295392 37.7727709, -122.4295595 37.7728648, -122.4295685 37.7729064, -122.4295598 37.7729075, -122.4295656 37.7729347, -122.4295479 37.7729371, -122.4295496 37.772945, -122.4295761 37.7729414, -122.4295831 37.7729739, -122.4296012 37.7730572, -122.4296023 37.7730626))",POINT (-122.4295312 37.7729287),226.0,2432.6
,3868,261432386,,yes,,,"POLYGON ((-122.42924 37.7729138, -122.4292627 37.7729107, -122.4292648 37.7729203, -122.4293492 37.7729087, -122.4293525 37.7729235, -122.4293429 37.7729248, -122.4293486 37.772951, -122.4292841 37.7729598, -122.4292865 37.7729708, -122.429224 37.7729793, -122.4292251 37.7729846, -122.4291938 37.7729889, -122.4291465 37.7729954, -122.4290843 37.7730039, -122.4290794 37.7729817, -122.4290674 37.7729833, -122.4290598 37.7729488, -122.4290717 37.7729472, -122.4290705 37.7729418, -122.4291648 37.7729289, -122.4291638 37.7729242, -122.42924 37.7729138))",POINT (-122.4291989 37.7729533),160.2,1724.4
,3869,261432387,,yes,,,"POLYGON ((-122.4291597 37.7727852, -122.4291721 37.7727835, -122.429175 37.7727968, -122.4292051 37.7727926, -122.4292021 37.7727793, -122.4292759 37.7727691, -122.4292909 37.7728369, -122.4292255 37.772846, -122.4292239 37.772839, -122.429181 37.772845, -122.4291772 37.7728278, -122.4291662 37.7728293, -122.4291715 37.7728532, -122.4291589 37.7728549, -122.4290319 37.7728728, -122.4290169 37.772805, -122.4290575 37.7727993, -122.4290857 37.7727954, -122.4290979 37.7728028, -122.4291319 37.7727977, -122.42913 37.7727893, -122.4291597 37.7727852))",POINT (-122.4291527 37.7728214),163.6,1760.7
,3870,261432388,,yes,,,"POLYGON ((-122.4299355 37.7730347, -122.4299153 37.7729414, -122.4299308 37.7729393, -122.4299262 37.7729179, -122.4299384 37.7729163, -122.4299328 37.7728902, -122.4299204 37.7728919, -122.4299163 37.7728727, -122.4299053 37.7728741, -122.4298844 37.7727767, -122.4299691 37.7727653, -122.4299873 37.7728501, -122.4299703 37.7728524, -122.4299895 37.7729419, -122.430003 37.7729401, -122.4300209 37.7730232, -122.4300169 37.7730348, -122.4299913 37.7730376, -122.4299842 37.7730281, -122.4299739 37.7730295, -122.4299714 37.7730419, -122.4299465 37.7730447, -122.4299355 37.7730347))",POINT (-122.429953 37.7729048),200.8,2161.8
,3871,261432389,,yes,,,"POLYGON ((-122.4292312 37.7727067, -122.4292826 37.7726997, -122.4292873 37.7727212, -122.4293137 37.7727176, -122.4293236 37.7727626, -122.4292759 37.7727691, -122.4292021 37.7727793, -122.4291967 37.77278, -122.4291952 37.7727729, -122.4291581 37.772778, -122.4291597 37.7727852, -122.42913 37.7727893, -122.4290857 37.7727954, -122.4290575 37.7727993, -122.429052 37.7727742, -122.4290371 37.7727762, -122.4290295 37.7727414, -122.4291401 37.7727262, -122.4291384 37.7727186, -122.4292074 37.7727091, -122.4292099 37.7727208, -122.4292336 37.7727176, -122.4292312 37.7727067))",POINT (-122.4291778 37.7727499),166.5,1792.3
,3872,261432390,,yes,,,"POLYGON ((-122.4292898 37.7723506, -122.4292893 37.772348, -122.4292982 37.7723468, -122.4292966 37.772339, -122.4293361 37.772334, -122.4293377 37.7723418, -122.4293682 37.7723379, -122.4293688 37.7723405, -122.4293865 37.772427, -122.4293766 37.7724283, -122.4293822 37.7724554, -122.4293974 37.7724534, -122.4293741 37.7723398, -122.4294515 37.7723299, -122.429477 37.7724541, -122.429468 37.7724552, -122.4294759 37.772494, -122.4294837 37.772493, -122.4294972 37.772559, -122.4294377 37.7725666, -122.4294342 37.7725499, -122.4294101 37.772553, -122.4294111 37.7725577, -122.4293812 37.7725615, -122.4293758 37.7725351, -122.4293452 37.7725391, -122.4293419 37.7725233, -122.4293166 37.7725266, -122.4293063 37.7724764, -122.4292966 37.772429, -122.4293056 37.7724279, -122.4292898 37.7723506))",POINT (-122.4293921 37.772446),344.8,3711.0
,3873,261432392,,yes,,,"POLYGON ((-122.4304458 37.7726177, -122.4304483 37.772629, -122.4304388 37.7726374, -122.4304417 37.7726507, -122.4304528 37.7726492, -122.4304572 37.7726692, -122.4304496 37.7726795, -122.4301937 37.7727147, -122.4301737 37.7727174, -122.4301584 37.7726479, -122.4302901 37.7726298, -122.4302965 37.7726587, -122.4303185 37.7726556, -122.4303121 37.7726268, -122.430435 37.7726099, -122.4304458 37.7726177))",POINT (-122.430307 37.772664),189.8,2042.7
,3874,261432393,,yes,,,"POLYGON ((-122.4301486 37.772254, -122.4301499 37.7722467, -122.4301796 37.7722428, -122.4301786 37.7722375, -122.4302606 37.7722263, -122.4302616 37.7722314, -122.4303756 37.7722158, -122.4304286 37.7724581, -122.4301996 37.7724893, -122.4301486 37.772254))",POINT (-122.4302873 37.7723517),560.7,6035.7
,3875,261432394,,yes,,,"POLYGON ((-122.4299054 37.7722826, -122.4301486 37.772254, -122.4301996 37.7724893, -122.4301794 37.7724918, -122.4299536 37.7725408, -122.4299409 37.7724842, -122.4300932 37.7724668, -122.4300849 37.772416, -122.4299357 37.7724331, -122.4299054 37.7722826))",POINT (-122.4300554 37.772384),529.9,5703.7
,3876,261432395,,yes,,,"POLYGON ((-122.4301119 37.7730255, -122.4300938 37.7729413, -122.4300655 37.7728098, -122.4301507 37.7727983, -122.4301652 37.7728653, -122.4301476 37.7728677, -122.4301598 37.7729245, -122.4301848 37.7729211, -122.4302045 37.773013, -122.4301119 37.7730255))",POINT (-122.4301318 37.7729149),182.1,1959.6
,3877,261442868,,yes,,,"POLYGON ((-122.4340263 37.7722833, -122.4340365 37.7722822, -122.4342045 37.7722592, -122.4342075 37.7722708, -122.4342445 37.7722658, -122.4342555 37.7723189, -122.4341415 37.7723345, -122.4340275 37.77235, -122.4340185 37.7723068, -122.4340301 37.7723055, -122.4340263 37.7722833))",POINT (-122.4341341 37.7723034),141.4,1521.5
,3878,261442869,,yes,,,"POLYGON ((-122.4351525 37.7722779, -122.4351405 37.7722213, -122.4353175 37.7721975, -122.4354225 37.772183, -122.4354345 37.7721814, -122.4354375 37.772181, -122.4354425 37.7722023, -122.4354295 37.7722039, -122.4354375 37.7722394, -122.4352265 37.7722685, -122.4351525 37.7722779))",POINT (-122.4352912 37.7722299),164.1,1766.3
,3879,261442870,,yes,,,"POLYGON ((-122.4347505 37.7718314, -122.4347315 37.7718339, -122.4347385 37.7718647, -122.4347235 37.7718667, -122.4347415 37.7719455, -122.4346885 37.7719526, -122.4346715 37.7718724, -122.4346495 37.7718754, -122.4346165 37.7717255, -122.4347235 37.7717108, -122.4347505 37.7718314))",POINT (-122.4346892 37.7718164),199.0,2142.4
,3880,261442871,,yes,,,"POLYGON ((-122.4349545 37.7718142, -122.4349675 37.7718726, -122.4349505 37.771875, -122.4349565 37.7719031, -122.4349085 37.7719097, -122.4349025 37.7718834, -122.4348795 37.7718866, -122.4348385 37.7716988, -122.4348985 37.7716905, -122.4348895 37.7716506, -122.4349175 37.7716468, -122.4349545 37.7718142))",POINT (-122.434905 37.7717868),189.4,2038.6
,3881,261442872,,yes,,,"POLYGON ((-122.4345535 37.7723345, -122.4345725 37.772332, -122.4345525 37.7722444, -122.4345615 37.7722432, -122.4345445 37.772164, -122.4346045 37.7721557, -122.4346285 37.7722621, -122.4346635 37.7724224, -122.4346285 37.7724272, -122.4346315 37.7724419, -122.4345785 37.7724492, -122.4345545 37.7723414, -122.4345535 37.7723345))",POINT (-122.434599 37.7723107),206.6,2224.0
,3882,261442873,,yes,,,"POLYGON ((-122.4346285 37.7722621, -122.4346395 37.7722605, -122.4346315 37.7722234, -122.4347015 37.7722138, -122.4347015 37.7722155, -122.4347245 37.7723193, -122.4347185 37.7723202, -122.4347405 37.7724235, -122.4346885 37.7724308, -122.4346925 37.7724489, -122.4346695 37.7724519, -122.4346635 37.7724224, -122.4346285 37.7722621))",POINT (-122.434683 37.772327),162.8,1752.2
,3883,261442874,,yes,,,"POLYGON ((-122.4346505 37.7718831, -122.4346425 37.7718843, -122.4346435 37.7718893, -122.4346205 37.7718924, -122.4346195 37.771888, -122.4346115 37.7718891, -122.4346125 37.7718936, -122.4346155 37.7719081, -122.4345745 37.7719137, -122.4345275 37.7716994, -122.4346085 37.7716883, -122.4346165 37.7717255, -122.4346495 37.7718754, -122.4346505 37.7718831))",POINT (-122.4345898 37.7717972),167.5,1803.0
,3884,261442875,,yes,,,"POLYGON ((-122.4342265 37.7725063, -122.4342045 37.7724081, -122.4342285 37.7724047, -122.4342425 37.7724661, -122.4342675 37.7724626, -122.4342515 37.7723922, -122.4343825 37.772374, -122.4343865 37.7723904, -122.4344065 37.7724815, -122.4343635 37.7724875, -122.4343655 37.7724972, -122.4343165 37.7725041, -122.4343145 37.772494, -122.4342265 37.7725063))",POINT (-122.4343123 37.7724432),179.9,1936.4
,3885,261442876,,yes,,,"POLYGON ((-122.4351535 37.7720009, -122.4351455 37.7719655, -122.4351515 37.7719647, -122.4351445 37.7719317, -122.4351605 37.7719292, -122.4353665 37.7719067, -122.4353735 37.7719084, -122.4353765 37.7719333, -122.4353695 37.7719394, -122.4353785 37.7719432, -122.4353835 37.7719619, -122.4353775 37.7719701, -122.4351535 37.7720009))",POINT (-122.4352611 37.7719522),151.6,1631.4
,3886,261442877,,yes,,,"POLYGON ((-122.4347015 37.7722155, -122.4347905 37.7722033, -122.4347945 37.7722183, -122.4348195 37.7722148, -122.4348245 37.7722349, -122.4348725 37.7722282, -122.4349115 37.772406, -122.4349125 37.7724098, -122.4349055 37.7724107, -122.4349075 37.7724183, -122.4348345 37.7724284, -122.4348325 37.772423, -122.4348315 37.7724182, -122.4347485 37.7724295, -122.4347245 37.7723193, -122.4347015 37.7722155))",POINT (-122.4348063 37.7723199),339.0,3649.4
,3887,261442878,,yes,,,"POLYGON ((-122.4350185 37.7717247, -122.4350085 37.771726, -122.4350225 37.7717874, -122.4350135 37.7717887, -122.4350165 37.7718056, -122.4349545 37.7718142, -122.4349175 37.7716468, -122.4349155 37.7716367, -122.4349495 37.7716321, -122.4349505 37.7716375, -122.4349645 37.7716356, -122.4349635 37.7716302, -122.4349925 37.7716262, -122.4349935 37.7716314, -122.4349985 37.7716308, -122.4350185 37.7717247))",POINT (-122.4349725 37.771717),135.9,1462.9
,3888,261442879,,yes,,,"POLYGON ((-122.4342555 37.7723189, -122.4342605 37.7723401, -122.4342955 37.7723352, -122.4343055 37.7723775, -122.4342325 37.7723875, -122.4342335 37.7723937, -122.4341175 37.7724097, -122.4340525 37.7724185, -122.4340475 37.7723959, -122.4340345 37.7723977, -122.4340265 37.7723643, -122.4340415 37.7723623, -122.4340395 37.7723547, -122.4341435 37.7723405, -122.4341415 37.7723345, -122.4342555 37.7723189))",POINT (-122.4341639 37.7723688),163.9,1764.6
,3889,261442880,,yes,,,"POLYGON ((-122.4354175 37.7721031, -122.4354055 37.7721047, -122.4353045 37.7721186, -122.4353015 37.772105, -122.4352375 37.7721137, -122.4352405 37.7721273, -122.4351355 37.7721418, -122.4351205 37.7720755, -122.4351555 37.7720707, -122.4352115 37.7720631, -122.4352145 37.7720763, -122.4352505 37.7720713, -122.4352475 37.772058, -122.4353925 37.7720381, -122.4354025 37.7720368, -122.4354175 37.7721031))",POINT (-122.43527 37.7720885),175.2,1885.5
,3890,261442881,,yes,,,"POLYGON ((-122.4341875 37.7717329, -122.4342075 37.7718255, -122.4342185 37.771878, -122.4342275 37.7719179, -122.4342105 37.7719202, -122.4342125 37.771929, -122.4341765 37.771934, -122.4341745 37.7719257, -122.4341265 37.7719324, -122.4341245 37.7719272, -122.4341065 37.7718441, -122.4341555 37.7718374, -122.4341515 37.7718196, -122.4341025 37.7718263, -122.4340855 37.7717472, -122.4341875 37.7717329))",POINT (-122.4341584 37.7718342),184.4,1984.3
,3891,261442882,,yes,,,"POLYGON ((-122.4341105 37.7722013, -122.4341715 37.7721929, -122.4341745 37.7722036, -122.4342505 37.7721931, -122.4342635 37.7722511, -122.4342045 37.7722592, -122.4340365 37.7722822, -122.4340305 37.7722546, -122.4340185 37.7722562, -122.4340135 37.7722332, -122.4340265 37.7722314, -122.4340235 37.7722181, -122.4341115 37.772206, -122.4341105 37.7722013))",POINT (-122.4341386 37.7722354),147.0,1582.8
,3892,261442883,,yes,,,"POLYGON ((-122.4340525 37.7724185, -122.4341175 37.7724097, -122.4341195 37.7724201, -122.4342045 37.7724081, -122.4342265 37.7725063, -122.4341685 37.7725144, -122.4341705 37.7725224, -122.4341225 37.7725291, -122.4341205 37.7725208, -122.4340265 37.7725338, -122.4340165 37.772488, -122.4340275 37.7724865, -122.4340225 37.7724632, -122.4340115 37.7724647, -122.4340025 37.7724255, -122.4340525 37.7724185))",POINT (-122.4341143 37.7724692),209.9,2258.8
,3893,261442884,,yes,,,"POLYGON ((-122.4342235 37.7721159, -122.4342275 37.7721371, -122.4342625 37.7721323, -122.4342715 37.772173, -122.4341945 37.7721837, -122.4341955 37.7721896, -122.4341715 37.7721929, -122.4341105 37.7722013, -122.4340186 37.7722131, -122.4340145 37.7721949, -122.4340125 37.7721864, -122.4340005 37.772188, -122.4339955 37.7721618, -122.4340115 37.7721596, -122.4340085 37.7721455, -122.4341405 37.7721273, -122.4342235 37.7721159))",POINT (-122.4341291 37.7721639),163.6,1761.2
,3894,261442885,,yes,,,"POLYGON ((-122.4352055 37.7717655, -122.4351725 37.7717698, -122.4351755 37.7717839, -122.4351375 37.771789, -122.4351345 37.7717737, -122.4351235 37.7717751, -122.4351175 37.7717461, -122.4350915 37.7716252, -122.4351025 37.7716237, -122.4351005 37.7716147, -122.4351205 37.7716121, -122.4351225 37.7716213, -122.4351415 37.7716187, -122.4351395 37.7716095, -122.4351585 37.7716069, -122.4351605 37.7716144, -122.4351725 37.7716128, -122.4352055 37.7717655))",POINT (-122.4351483 37.7716964),131.9,1420.1
,3895,261442886,,yes,,,"POLYGON ((-122.4348725 37.7722282, -122.4348815 37.7722271, -122.4348675 37.7721671, -122.4349395 37.7721572, -122.4349475 37.7721901, -122.4349605 37.7721884, -122.4349655 37.772211, -122.4350055 37.7723948, -122.4349965 37.772396, -122.4349995 37.7724072, -122.4349705 37.7724112, -122.4349685 37.7724019, -122.4349535 37.7724039, -122.4349555 37.7724132, -122.4349275 37.7724171, -122.4349245 37.7724041, -122.4349115 37.772406, -122.4348725 37.7722282))",POINT (-122.4349345 37.7722892),223.3,2403.5
,3896,261442887,,yes,,,"POLYGON ((-122.4344575 37.7722976, -122.4344645 37.7722966, -122.4344535 37.7722479, -122.4344605 37.772247, -122.4344535 37.7722148, -122.4345155 37.7722062, -122.4345225 37.7722392, -122.4345325 37.7722379, -122.4345535 37.7723345, -122.4345545 37.7723414, -122.4345455 37.7723426, -122.4345665 37.7724374, -122.4345585 37.7724385, -122.4345605 37.7724473, -122.4345165 37.7724533, -122.4345145 37.7724417, -122.4344905 37.772445, -122.4344575 37.7722976))",POINT (-122.434508 37.7723303),181.8,1957.4
,3897,261442888,,yes,,,"POLYGON ((-122.4352525 37.7723844, -122.4352265 37.7722685, -122.4354375 37.7722394, -122.4354395 37.7722512, -122.4354535 37.7722493, -122.4354615 37.7722834, -122.4354485 37.7722852, -122.4354565 37.7723249, -122.4354655 37.7723306, -122.4354695 37.7723434, -122.4354635 37.7723518, -122.4354565 37.7723562, -122.4354405 37.7723567, -122.4354365 37.7723498, -122.4354055 37.772354, -122.4354075 37.7723629, -122.4353645 37.7723689, -122.4353625 37.7723602, -122.4353025 37.7723685, -122.4353045 37.7723771, -122.4352525 37.7723844))",POINT (-122.435347 37.7723094),244.5,2631.3
,3898,261442889,,yes,,,"POLYGON ((-122.4343785 37.7723526, -122.4343925 37.7723506, -122.4343765 37.7722754, -122.4344055 37.7722713, -122.4343965 37.7722282, -122.4344415 37.7722221, -122.4344575 37.7722976, -122.4344905 37.772445, -122.4344915 37.7724513, -122.4344855 37.7724522, -122.4344895 37.7724702, -122.4344675 37.7724733, -122.4344635 37.7724544, -122.4344205 37.7724602, -122.4344185 37.7724512, -122.4344115 37.7724522, -122.4343975 37.772389, -122.4343865 37.7723904, -122.4343825 37.772374, -122.4343785 37.7723526))",POINT (-122.4344319 37.772353),169.0,1819.0
,3899,261442890,,yes,,,"POLYGON ((-122.4351175 37.7717461, -122.4351085 37.7717473, -122.4351265 37.7718293, -122.4351025 37.7718326, -122.4351075 37.7718553, -122.4350605 37.7718618, -122.4350545 37.7718333, -122.4350425 37.7718349, -122.4350185 37.7717247, -122.4349985 37.7716308, -122.4350085 37.7716293, -122.4350075 37.771624, -122.4350285 37.7716211, -122.4350305 37.7716264, -122.4350525 37.7716233, -122.4350515 37.771618, -122.4350815 37.7716139, -122.4350825 37.7716184, -122.4350895 37.7716174, -122.4350915 37.7716252, -122.4351175 37.7717461))",POINT (-122.4350653 37.7717317),199.8,2151.1
,3900,261442891,,yes,,,"POLYGON ((-122.4341145 37.7719948, -122.4341165 37.7720048, -122.4341675 37.7719978, -122.4341735 37.7720249, -122.4342065 37.7720204, -122.4342195 37.7720803, -122.4341825 37.7720854, -122.4341885 37.7721116, -122.4341385 37.7721185, -122.4341405 37.7721273, -122.4340085 37.7721455, -122.4339785 37.7721495, -122.4339685 37.7721479, -122.4339645 37.7721277, -122.4339705 37.7721232, -122.4339675 37.772108, -122.4339595 37.7721071, -122.4339565 37.7720906, -122.4339655 37.7720868, -122.4339615 37.7720731, -122.4339525 37.7720729, -122.4339485 37.7720579, -122.4339575 37.7720525, -122.4339555 37.7720422, -122.4339455 37.7720436, -122.4339405 37.7720188, -122.4340175 37.7720081, -122.4341145 37.7719948))",POINT (-122.434074 37.7720684),304.3,3275.9
,3901,261442892,,yes,,,"POLYGON ((-122.4339905 37.7717647, -122.4340195 37.7718934, -122.4340055 37.7718954, -122.4340085 37.7719087, -122.4339835 37.7719121, -122.4339965 37.7719706, -122.4340085 37.7719689, -122.4340175 37.7720081, -122.4339405 37.7720188, -122.4339205 37.771929, -122.4339125 37.77193, -122.4339075 37.7719043, -122.4339155 37.7719032, -122.4339115 37.7718869, -122.4339035 37.771888, -122.4338975 37.7718609, -122.4339075 37.7718596, -122.4338945 37.7718024, -122.4338855 37.7718037, -122.4338775 37.7717692, -122.4339175 37.7717638, -122.4339195 37.7717732, -122.4339435 37.7717698, -122.4339415 37.7717605, -122.4339715 37.7717564, -122.4339735 37.7717671, -122.4339905 37.7717647))",POINT (-122.4339553 37.771878),227.2,2445.6
,3902,261442893,,apartments,,,"POLYGON ((-122.4344085 37.7719597, -122.4343715 37.7719648, -122.4343695 37.7719561, -122.4343485 37.7719589, -122.4343505 37.7719676, -122.4343275 37.7719708, -122.4343255 37.7719616, -122.4342755 37.7719686, -122.4342775 37.7719777, -122.4342415 37.7719825, -122.4342275 37.7719179, -122.4342185 37.771878, -122.4342395 37.7718753, -122.4342275 37.7718227, -122.4342075 37.7718255, -122.4341875 37.7717329, -122.4343535 37.77171, -122.4343595 37.7717359, -122.4343745 37.7718029, -122.4343535 37.7718057, -122.4343575 37.771824, -122.4343405 37.7718174, -122.4343475 37.771846, -122.4343615 37.7718441, -122.4343655 37.771859, -122.4343855 37.7718561, -122.4344075 37.7719567, -122.4344085 37.7719597))",POINT (-122.4342969 37.7718448),386.2,4156.7
,3903,261442894,,yes,,,"POLYGON ((-122.4353665 37.7719067, -122.4351605 37.7719292, -122.4351525 37.7718921, -122.4351875 37.7718873, -122.4351835 37.7718671, -122.4351485 37.7718719, -122.4351415 37.7718418, -122.4352425 37.7718281, -122.4352285 37.7717624, -122.4352055 37.7717655, -122.4351725 37.7716128, -122.4351765 37.7716122, -122.4351745 37.7716023, -122.4352075 37.7715978, -122.4352095 37.7716089, -122.4352235 37.7716071, -122.4352215 37.7715959, -122.4352625 37.7715902, -122.4352645 37.771599, -122.4352865 37.7715961, -122.4352845 37.7715872, -122.4353155 37.771583, -122.4353225 37.771616, -122.4353105 37.7716176, -122.4353175 37.771649, -122.4353305 37.7716472, -122.4353375 37.7716772, -122.4353245 37.7716789, -122.4353315 37.7717127, -122.4353435 37.771711, -122.4353505 37.7717431, -122.4353385 37.7717447, -122.4353445 37.7717722, -122.4353545 37.7717709, -122.4353615 37.7718033, -122.4353505 37.7718048, -122.4353535 37.7718169, -122.4353645 37.7718155, -122.4353705 37.7718444, -122.4353605 37.7718458, -122.4353665 37.7719067))",POINT (-122.4352655 37.7717677),488.1,5253.8
,3904,261442895,,yes,,,"POLYGON ((-122.4350965 37.77239, -122.4350765 37.7723002, -122.4351645 37.7722882, -122.4351875 37.7723913, -122.4350995 37.7724034, -122.4350965 37.77239))",POINT (-122.435132 37.7723458),91.6,986.4
,3905,261442896,,yes,,,"POLYGON ((-122.4349655 37.772211, -122.4350545 37.7721987, -122.4350765 37.7723002, -122.4350965 37.77239, -122.4350075 37.7724022, -122.4350055 37.7723948, -122.4349655 37.772211))",POINT (-122.4350309 37.7723005),170.4,1834.3
,3906,261442897,,yes,,,"POLYGON ((-122.4341245 37.7719272, -122.4340295 37.7719403, -122.4340195 37.7718934, -122.4339905 37.7717647, -122.4339895 37.7717603, -122.4340855 37.7717472, -122.4341025 37.7718263, -122.4341065 37.7718441, -122.4341245 37.7719272))",POINT (-122.4340573 37.7718436),172.1,1852.1
,3907,261442898,,yes,,,"POLYGON ((-122.4348795 37.7718866, -122.4347935 37.7718984, -122.4347775 37.7718276, -122.4347505 37.7718314, -122.4347235 37.7717108, -122.4347155 37.7716728, -122.4348295 37.7716572, -122.4348385 37.7716988, -122.4348795 37.7718866))",POINT (-122.4347996 37.7717727),243.4,2619.7
,3908,261442899,,yes,,,"POLYGON ((-122.4345745 37.7719137, -122.4345135 37.7719221, -122.4345225 37.7719665, -122.4344945 37.7719704, -122.4344405 37.7717248, -122.4344365 37.7717051, -122.4345265 37.7716928, -122.4345275 37.7716994, -122.4345745 37.7719137))",POINT (-122.4345053 37.7718176),212.5,2287.8
,3909,261442900,,yes,,,"POLYGON ((-122.4353925 37.7720381, -122.4352475 37.772058, -122.4352115 37.7720631, -122.4351555 37.7720707, -122.4351405 37.7720027, -122.4351535 37.7720009, -122.4353775 37.7719701, -122.4353925 37.7720381))",POINT (-122.4352665 37.7720204),162.7,1751.7
,3910,261442902,,yes,,,"POLYGON ((-122.4353175 37.7721975, -122.4353145 37.7721847, -122.4350755 37.7722176, -122.4350605 37.772152, -122.4351355 37.7721418, -122.4352405 37.7721273, -122.4353045 37.7721186, -122.4354055 37.7721047, -122.4354225 37.772183, -122.4353175 37.7721975))",POINT (-122.4352474 37.7721624),240.5,2589.0
,3911,261442904,,yes,,,"POLYGON ((-122.4344985 37.7719895, -122.4344565 37.7719952, -122.4344465 37.7719513, -122.4344075 37.7719567, -122.4343855 37.7718561, -122.4343745 37.7718029, -122.4343595 37.7717359, -122.4344405 37.7717248, -122.4344945 37.7719704, -122.4344985 37.7719895))",POINT (-122.4344288 37.7718531),198.9,2141.1
,3912,261443851,,yes,,,"POLYGON ((-122.4331749 37.7725504, -122.4331579 37.7724708, -122.4331549 37.7724543, -122.4332419 37.7724431, -122.4332499 37.7724809, -122.4332519 37.7724903, -122.4332319 37.7724929, -122.4332429 37.7725475, -122.4332619 37.772545, -122.4332769 37.7726151, -122.4332779 37.7726229, -122.4331929 37.772634, -122.4331749 37.7725504))",POINT (-122.4332145 37.7725396),145.3,1563.6
